page,pageRow,drugName,company,drugCode,formPay,classEffect,kind,substituteEtc,componentCode,sourcePdf,sourcePrintedAt
29,25,콘서타OROS서방정54밀리그램(메틸페(주)한국얀센,,646902070,내복약품 급여,성제， 흥분,전문,,193209ATR,약품기본정보.pdf,2026-06-26
29,26,콘테머서방속붕해정(메틸페니데이트대원제약(주),,671804890,내복약품비급여,성제， 흥분,전문,,193206ATD,약품기본정보.pdf,2026-06-26
30,1,콜드맥스정,씨트리,G08500011,내복약품 삭제,진통， 소,전문,,433100ATB,약품기본정보.pdf,2026-06-26
30,2,쿨모드정,(주)한국비엠아이,654801330,내복약품비급여,진통， 소,전문,,433000ATB,약품기본정보.pdf,2026-06-26
30,3,큐시미아캡슐11.25mg/69mg_(1캡슐알보젠코리아(주),,652606590,내복약품비급여,,전문,,682500ACH,약품기본정보.pdf,2026-06-26
30,4,큐시미아캡슐15mg/92mg_(1캡슐),알보젠코리아(주),652606580,내복약품비급여,,전문,,682400ACH,약품기본정보.pdf,2026-06-26
30,5,큐시미아캡슐3.75mg/23mg_(1캡슐),알보젠코리아(주),652606600,내복약품비급여,,전문,,682300ACH,약품기본정보.pdf,2026-06-26
30,6,큐시미아캡슐7.5mg/46mg_(1캡슐),알보젠코리아(주),652606610,내복약품비급여,,전문,,682200ACH,약품기본정보.pdf,2026-06-26
30,7,크로밀정10밀리그람(클로티아제팜명인제약(주),,651901990,내복약품비급여,정신신경용제,전문,,137301ATB,약품기본정보.pdf,2026-06-26
30,8,크로밀정10mg,명인제약,G12000271,내복약품비급여,정신신경용제,전문,,137301ATB,약품기본정보.pdf,2026-06-26
30,9,크로밀정5밀리그람(클로티아제팜),명인제약(주),651902000,내복약품 삭제,정신신경용제,전문,가능,137302ATB,약품기본정보.pdf,2026-06-26
30,10,크로밀정5mg,명인제약,G12000251,내복약품 삭제,정신신경용제,전문,가능,137302ATB,약품기본정보.pdf,2026-06-26
30,13,클리시드정,한국유니온제약,G12251821,내복약품 삭제,정신신경용제,전문,,255800ATB,약품기본정보.pdf,2026-06-26
30,14,타펜톨주사,극동제약,G16000041,주사약품 삭제,전신마취제,전문,,313500BIJ,약품기본정보.pdf,2026-06-26
30,15,테누아트정(디에틸프로피온염산염한림제약(주),,645301850,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
30,16,테뉴에이트정(디에틸프로피온염산알보젠코리아(주),,652604880,내복약품비급여,,전문,,551601ATB,약품기본정보.pdf,2026-06-26
30,17,테뉴에이트정(염산디에칠프로피온(주)드림파마,,655902500,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
30,21,트리람정0.125밀리그램(트리아졸람환인제약(주),,657202920,내복약품 급여,최면진정제,전문,,243501ATB,약품기본정보.pdf,2026-06-26
30,22,트리람정0.125MG,환인제약,G01000321,내복약품 삭제,최면진정제,전문,,A0201701,약품기본정보.pdf,2026-06-26
30,23,트리람정0.25밀리그램(트리아졸람환인제약(주),,657200830,내복약품 급여,최면진정제,전문,가능,243502ATB,약품기본정보.pdf,2026-06-26
30,24,트리람정0.25mg,환인제약,G01000311,내복약품 삭제,최면진정제,전문,가능,243502ATB,약품기본정보.pdf,2026-06-26
30,25,트리산캅셀10mg,명인제약,G12000121,내복약품 삭제,정신신경용제,전문,,137101ACH,약품기본정보.pdf,2026-06-26
30,26,트리산캅셀5mg,명인제약,G12000131,내복약품 삭제,정신신경용제,전문,,137102ACH,약품기본정보.pdf,2026-06-26
31,1,트리졸정0.125mg,태준제약,G13700021,내복약품비급여,최면진정제,전문,,243501ATB,약품기본정보.pdf,2026-06-26
31,2,트리졸정0.25mg,태준제약,G13700031,내복약품비급여,최면진정제,전문,,243502ATB,약품기본정보.pdf,2026-06-26
31,3,트리판토정,삼성제약공업(주),642303840,내복약품비급여,진통， 소,전문,,451100ATB,약품기본정보.pdf,2026-06-26
31,4,틴틴정(펜터민염산염)_(37.5mg/1정슈넬생명과학(주),,645202640,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
31,5,파마 알프라졸람정0.4mg(구:파마알한국파마,,G12500061,내복약품비급여,정신신경용제,전문,,105504ATB,약품기본정보.pdf,2026-06-26
31,6,파마디아제팜정,한국파마,G12500051,내복약품 삭제,정신신경용제,전문,,A0066001,약품기본정보.pdf,2026-06-26
31,7,파마로라제팜정,한국파마,G12500011,내복약품 삭제,정신신경용제,전문,,A0122201,약품기본정보.pdf,2026-06-26
31,8,파마메칠페니데이트정(염산메칠페(주)한국파마,,653002980,내복약품비급여,성제， 흥분,전문,,193201ATB,약품기본정보.pdf,2026-06-26
31,9,파마알프라졸람정0.25mg,한국파마,G12500031,내복약품비급여,정신신경용제,전문,,105502ATB,약품기본정보.pdf,2026-06-26
31,10,파마알프라졸람정0.4밀리그람(수출(주)한국파마,,653004830,내복약품비급여,정신신경용제,전문,,105504ATB,약품기본정보.pdf,2026-06-26
31,11,파마알프라졸람정0.5mg,한국파마,G12500021,내복약품비급여,정신신경용제,전문,,105505ATB,약품기본정보.pdf,2026-06-26
31,12,파마에스조피클론정1mg_(1mg/1정),(주)한국파마,653006720,내복약품 삭제,최면진정제,전문,,680401ATB,약품기본정보.pdf,2026-06-26
31,13,파마에스조피클론정2mg_(2mg/1정),(주)한국파마,653006710,내복약품 삭제,최면진정제,전문,,680402ATB,약품기본정보.pdf,2026-06-26
31,14,파마에스조피클론정3mg_(3mg/1정),(주)한국파마,653006730,내복약품 삭제,최면진정제,전문,,680403ATB,약품기본정보.pdf,2026-06-26
31,15,파마염산디에칠프로피온정,(주)한국파마,653003260,내복약품비급여,자율신경제,전문,,551601ATB,약품기본정보.pdf,2026-06-26
31,16,파마윈주(펜타조신),명문제약(주),649803301,주사약품비급여,,전문,,210530BIJ,약품기본정보.pdf,2026-06-26
31,17,파마윈주(PHARMAWINInj)(펜타조신명문제약(주),,649803300,주사약품비급여,진통， 소,전문,,210502BIJ,약품기본정보.pdf,2026-06-26
31,18,파마주석산졸피뎀정,한국파마,C03600241,내복약품 삭제,최면진정제,전문,가능,250501ATB,약품기본정보.pdf,2026-06-26
31,19,파마주석산졸피뎀정(졸피뎀타르타르(주)한국파마,,653003460,내복약품 급여,최면진정제,전문,가능,250501ATB,약품기본정보.pdf,2026-06-26
31,20,파마페몰린정,(주)한국파마,653003630,내복약품비급여,정신신경용제,전문,,209701ATB,약품기본정보.pdf,2026-06-26
31,21,판베시서방캡슐 30밀리그램(펜터민부광약품(주),,642204430,내복약품비급여,,전문,,552702ACR,약품기본정보.pdf,2026-06-26
31,22,판베시서방캡슐 30밀리그램(펜터민알보젠코리아(주),,652604890,내복약품비급여,,전문,,552702ACR,약품기본정보.pdf,2026-06-26
31,23,판베시서방캡슐30밀리그람(염산펜(주)드림파마,,655902700,내복약품비급여,자율신경제,전문,,552702ACR,약품기본정보.pdf,2026-06-26
31,24,판토코프정,삼성제약공업(주),642303940,내복약품비급여,진통， 소,전문,,433000ATB,약품기본정보.pdf,2026-06-26
31,25,페노히단토인정100mg,하나제약,G00500051,내복약품 삭제,항전간제,전문,,251400ATB,약품기본정보.pdf,2026-06-26
31,26,페노히단토인정50mg,하나제약,G00500041,내복약품 삭제,항전간제,전문,,251500ATB,약품기본정보.pdf,2026-06-26
32,1,페니드정10밀리그램(메틸페니데이트환인제약(주),,657200860,내복약품 급여,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
32,2,페니드정10mg,환인제약,G01000341,내복약품 삭제,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
32,3,페니드정5밀리그램(메틸페니데이트환인제약(주),,657200850,내복약품 급여,성제， 흥분,전문,가능,193202ATB,약품기본정보.pdf,2026-06-26
32,4,페니드정5mg,환인제약,G01000331,내복약품 삭제,성제， 흥분,전문,가능,193202ATB,약품기본정보.pdf,2026-06-26
32,5,페니민정(펜터민염산염)_(37.5mg/,태극제약(주),644802840,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
32,6,페니비탈정,(주)뉴젠팜,646202150,내복약품 삭제,항전간제,전문,,251600ATB,약품기본정보.pdf,2026-06-26
32,7,페니비탈정,뉴젠팜,G16500021,내복약품 삭제,항전간제,전문,,251600ATB,약품기본정보.pdf,2026-06-26
32,8,페닝정(펜디메트라진타르타르산염태극제약(주),,644802850,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,9,페딘정(펜터민염산염)_(37.5mg/1정명인제약(주),,651902290,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
32,10,페로스핀정10밀리그램(메틸페니데명인제약(주),,651902300,내복약품 급여,성제， 흥분,전문,가능,193201ATB,약품기본정보.pdf,2026-06-26
32,11,페로스핀정5mg(메틸페니데이트염산명인제약(주),,651904340,내복약품 급여,성제， 흥분,전문,,193202ATB,약품기본정보.pdf,2026-06-26
32,12,페마인정,한불제약(주),656202020,내복약품비급여,항전간제,전문,,251600ATB,약품기본정보.pdf,2026-06-26
32,13,페마인정,한불제약,G06700021,내복약품 삭제,항전간제,전문,,251600ATB,약품기본정보.pdf,2026-06-26
32,14,페몰린정,한국파마,G12500071,내복약품 삭제,의 중추신경,전문,,209701ATB,약품기본정보.pdf,2026-06-26
32,15,페스틴정(펜터민염산염)_(37.5mg/,대한뉴팜(주),669904160,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
32,16,페티노정(주석산펜디메트라진)_(35우리들제약(주),,670102080,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,17,펜더정(펜터민염산염)_(37.5mg/1정한국프라임제약(주,,663603190,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
32,18,펜디라정(펜디메트라진타르타르산(주)뉴젠팜,,646202160,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,19,펜디라진정(펜디메트라진타르타르산대원제약(주),,671803300,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,20,펜디멘정(펜디메트라진타르타르산한국프라임제약(주,,663603200,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,21,펜디민정(펜디메트라진타르타르산구주제약(주),,669803310,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,22,펜디세미정(펜디메트라진타르타르산(주)휴온스,,670607630,내복약품비급여,,전문,,552602ATB,약품기본정보.pdf,2026-06-26
32,23,펜디씬정(펜디메트라진타르타르산(주)바이넥스,,643101900,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,24,펜디예뜨정(펜디메트라진타르타르산(주)중외신약,,644101260,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,25,펜디정(펜디메트라진타르타르산염(주)휴온스,,670602380,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
32,26,펜디진정35mg(펜디메트라진타르타르(주)서울제약,,652903160,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,1,펜디펜정(펜디메트라진타르타르산슈넬생명과학(주),,645203630,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,2,펜민정(펜터민염산염)_(37.5mg/1정영일제약(주),,649402670,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,3,펜솔정(주석산펜디메트라진),신풍제약(주),648504000,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,4,펜슬림정(주석산펜디메트라진)_(35하나제약(주),,657802840,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,6,펜키니정(염산펜터민)_(37.5mg/1정대원제약(주),,671803320,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,7,펜키니캡슐(염산펜터민)_(37.5mg/,대원제약(주),671803330,내복약품비급여,자율신경제,전문,,552701ACH,약품기본정보.pdf,2026-06-26
33,8,펜타씬정(펜디메트라진타르타르산명문제약(주),,649803390,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,9,펜타인정(펜터민염산염)_(37.5mg/,일동제약(주),642902420,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,10,펜타젠정(펜타민염산염)_(37.5mg/,한림제약(주),645302070,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,11,펜타지아정(펜터민염산염)_(37.5mg(주)휴비스트제약,,628800800,내복약품비급여,,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,12,펜탈정,대원제약,G02900181,내복약품 삭제,진통， 소,전문,가능,210501ATB,약품기본정보.pdf,2026-06-26
33,13,펜탈정(펜타조신25밀리그람)_(25mg대원제약(주),,671803350,내복약품 삭제,진통， 소,전문,가능,210501ATB,약품기본정보.pdf,2026-06-26
33,14,펜터라민정(펜터민염산염)_(37.5mg(주)종근당,,643306100,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,15,펜터미정(펜터민염산염)_(37.5mg/,(주)중외신약,644100640,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,18,펜토탈소디움주0.5g,중외제약,G00400171,주사약품 삭제,전신마취제,전문,,313500BIJ,약품기본정보.pdf,2026-06-26
33,21,펜토탈소디움주사0.25g,중외제약,G00600051,주사약품 삭제,전신마취제,전문,,482201BIJ,약품기본정보.pdf,2026-06-26
33,22,펜트라정(펜디메트라진타르타르산한국콜마(주),,671701750,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,23,펜트민정(펜터민염산염)_(37.5mg/,(주)바이넥스,643101910,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
33,24,펜틴정(펜디메트라진타르타르산염대한뉴팜(주),,669904170,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,25,펜홀드정(주석산펜디메트라진),보람제약(주),656602320,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
33,26,펜홀드정(펜디메트라진타르타르산비알엔사이언스(주,,698001390,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
34,1,포크랄시럽,한림제약,G03800031,내복약품 삭제,최면진정제,전문,,130801ASY,약품기본정보.pdf,2026-06-26
34,2,포크랄시럽(포수크로랄),한림제약(주),645302130,내복약품 삭제,최면진정제,전문,,130801ASY,약품기본정보.pdf,2026-06-26
34,3,포크랄시럽(포수클로랄)_(0.5g/5mL한림제약(주),,645302135,내복약품 급여,최면진정제,전문,,130833ASY,약품기본정보.pdf,2026-06-26
34,4,포크랄시럽(포수클로랄)_(10g/100m한림제약(주),,645302131,내복약품 삭제,최면진정제,전문,,130831ASY,약품기본정보.pdf,2026-06-26
34,5,포크랄시럽(포수클로랄)_(1g/10mL,한림제약(주),645302133,내복약품 삭제,최면진정제,전문,,130832ASY,약품기본정보.pdf,2026-06-26
34,6,포크랄시럽(포수클로랄)_(9.5g/95m한림제약(주),,645302132,내복약품 급여,최면진정제,전문,,130830ASY,약품기본정보.pdf,2026-06-26
34,7,포폴주사 20밀리리터(프로포폴)(바동국제약(주),,653401090,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
34,8,포폴주사(바이알) 50밀리리터(프로동국제약(주),,653401340,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
34,9,포폴주사(프로포폴)(바이알),동국제약(주),653401800,주사약품 삭제,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
34,10,포폴주사(프로포폴)(바이알),동국제약(주),653402330,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
34,11,포폴주사(프로포폴)(바이알)_(0.5g동국제약(주),,653402331,주사약품 급여,전신마취제,전문,,219836BIJ,약품기본정보.pdf,2026-06-26
34,12,포폴주사(프로포폴)(바이알)_(100m동국제약(주),,653402341,주사약품비급여,,전문,,219837BIJ,약품기본정보.pdf,2026-06-26
34,13,포폴주사(프로포폴)(바이알)_(12mL동국제약(주),,653403551,주사약품비급여,,전문,,219833BIJ,약품기본정보.pdf,2026-06-26
34,14,포폴주사(프로포폴)(바이알)_(20mL동국제약(주),,653402291,주사약품비급여,,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
34,15,포폴주사(프로포폴)(바이알)_(8mL,동국제약(주),653403581,주사약품비급여,,전문,,219831BIJ,약품기본정보.pdf,2026-06-26
34,16,포폴주사(프로포폴)(앰플),동국제약(주),653401400,주사약품 삭제,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
34,17,포폴주사(프로포폴)(앰플),동국제약(주),653402350,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
34,18,포폴주사(프로포폴)(앰플),동국제약(주),653402370,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
34,19,포폴주사(프로포폴)(앰플)_(0.12g/동국제약(주),,653402351,주사약품 급여,전신마취제,전문,,219833BIJ,약품기본정보.pdf,2026-06-26
34,20,포폴주사(프로포폴)(앰플)_(0.15g/동국제약(주),,653402361,주사약품비급여,,전문,,219834BIJ,약품기본정보.pdf,2026-06-26
34,21,포폴주사(프로포폴)(앰플)_(0.2g/2동국제약(주),,653402371,주사약품 급여,전신마취제,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
34,22,포폴주사(프로포폴)(앰플)_(50mg/5동국제약(주),,653406111,주사약품 급여,전신마취제,전문,,219830BIJ,약품기본정보.pdf,2026-06-26
34,23,포폴주사(프로포폴)(앰플)_(80mg/8동국제약(주),,653403541,주사약품 급여,전신마취제,전문,,219831BIJ,약품기본정보.pdf,2026-06-26
34,24,포폴주사(프로포폴)100ml바이알,동국제약(주),653402340,주사약품비급여,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
34,25,포폴주사(프로포폴)15ml앰플,동국제약(주),653402360,주사약품비급여,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
34,26,포폴주사(프로포폴)20ml바이알,동국제약(주),653402290,주사약품비급여,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
35,1,포폴주사12밀리리터(프로포폴)(앰플동국제약(주),,653401110,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
35,2,포폴주사2%(프로포폴)(바이알),동국제약(주),653402060,주사약품비급여,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
35,3,포폴주사2%(프로포폴)(바이알),동국제약(주),653402420,주사약품비급여,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
35,4,포폴주사2%(프로포폴)(바이알),동국제약(주),653402421,주사약품비급여,,전문,,219838BIJ,약품기본정보.pdf,2026-06-26
35,5,포폴주사20밀리리터(프로포폴)(앰플동국제약(주),,653401120,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
35,6,"포폴프리필드주사(프로포폴),(수출동국제약(주)",,653401140,주사약품비급여,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
35,7,푸리민정(염산펜터민),(주)드림파마,655902770,내복약품비급여,자율신경제,전문,,552701ATB,약품기본정보.pdf,2026-06-26
35,8,푸리민정(펜터민염산염)_(37.5mg/,알보젠코리아(주),652604870,내복약품비급여,,전문,,552701ATB,약품기본정보.pdf,2026-06-26
35,9,푸리민정18.75밀리그램(펜터민염산(주)드림파마,,655904460,내복약품비급여,자율신경제,전문,,552704ATB,약품기본정보.pdf,2026-06-26
35,10,푸리민정18.75밀리그램(펜터민염산알보젠코리아(주),,652604900,내복약품비급여,,전문,,552704ATB,약품기본정보.pdf,2026-06-26
35,11,푸리지움10밀리그람(클로바잠)영문(주)한독약품,,652101540,내복약품비급여,정신신경용제,전문,,135701ATB,약품기본정보.pdf,2026-06-26
35,12,푸리지움5밀리그람(클로바잠)_(5mg(주)한독약품,,652101530,내복약품비급여,정신신경용제,전문,,135702ATB,약품기본정보.pdf,2026-06-26
35,13,푸링가캅셀(파모산 펜디메트라진),(주)드림파마,655902780,내복약품비급여,자율신경제,전문,,562401ACH,약품기본정보.pdf,2026-06-26
35,14,푸링세미정(펜디메트라진타르타르산알보젠코리아(주),,652606270,내복약품비급여,,전문,,552602ATB,약품기본정보.pdf,2026-06-26
35,15,푸링정(주석산펜디메트라진),(주)드림파마,655902790,내복약품비급여,자율신경제,전문,,552601ATB,약품기본정보.pdf,2026-06-26
35,16,푸링정(펜디메트라진타르타르산염알보젠코리아(주),,652604860,내복약품비급여,,전문,,552601ATB,약품기본정보.pdf,2026-06-26
35,17,푸푸연질캅셀,알앤피코리아,G09000031,내복약품 삭제,진해거담제,전문,,426400ACS,약품기본정보.pdf,2026-06-26
35,18,프라졸정0.25MG,명문제약,G15100101,내복약품 삭제,정신신경용제,전문,,A0007701,약품기본정보.pdf,2026-06-26
35,19,프라졸정0.5MG,명문제약,G15100111,내복약품 삭제,정신신경용제,전문,,A0007901,약품기본정보.pdf,2026-06-26
35,20,프라졸정1MG,명문제약,G15100091,내복약품 삭제,정신신경용제,전문,,A0007501,약품기본정보.pdf,2026-06-26
36,9,프로바이브주1% 12밀리리터(프로포명문제약(주),,649804420,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
36,10,프로바이브주1% 20밀리리터(프로포명문제약(주),,649803910,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
36,11,프로바이브주1% 50밀리리터(프로포명문제약(주),,649803920,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
36,12,프로바이브주1%(프로포폴),명문제약(주),649804740,주사약품 삭제,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
36,13,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649803900,주사약품 삭제,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
36,14,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805210,주사약품 삭제,전신마취제,전문,,219805BIJ,약품기본정보.pdf,2026-06-26
36,15,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805220,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
36,16,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805230,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
36,17,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805240,주사약품 삭제,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
36,18,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649806730,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
36,19,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649806740,주사약품 삭제,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
36,20,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649806731,주사약품 삭제,전신마취제,전문,,219833BIJ,약품기본정보.pdf,2026-06-26
36,21,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649806741,주사약품 삭제,전신마취제,전문,,219834BIJ,약품기본정보.pdf,2026-06-26
36,22,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805211,주사약품 삭제,전신마취제,전문,,219832BIJ,약품기본정보.pdf,2026-06-26
36,23,프로바이브주1%(프로포폴)(PROVIVE(주)한국팜비오,,659901851,주사약품 삭제,전신마취제,전문,,219832BIJ,약품기본정보.pdf,2026-06-26
36,24,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805221,주사약품 삭제,전신마취제,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
36,25,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805231,주사약품 삭제,전신마취제,전문,,219836BIJ,약품기본정보.pdf,2026-06-26
36,26,프로바이브주1%(프로포폴)(PROVIVE명문제약(주),,649805241,주사약품 삭제,전신마취제,전문,,219837BIJ,약품기본정보.pdf,2026-06-26
37,1,프로바이브주1%10밀리리터(프로포폴명문제약(주),,649803600,주사약품 삭제,전신마취제,전문,,219805BIJ,약품기본정보.pdf,2026-06-26
37,2,프리폴-엠시티주(프로포폴),대원제약(주),671805070,주사약품 삭제,전신마취제,전문,,219802BIJ,약품기본정보.pdf,2026-06-26
37,3,프리폴-엠시티주(프로포폴),대원제약(주),671805080,주사약품 삭제,전신마취제,전문,,219803BIJ,약품기본정보.pdf,2026-06-26
37,4,프리폴-엠시티주(프로포폴),대원제약(주),671805090,주사약품 삭제,전신마취제,전문,,219804BIJ,약품기본정보.pdf,2026-06-26
37,5,프리폴-엠시티주(프로포폴),대원제약(주),671805650,주사약품 삭제,전신마취제,전문,,219808BIJ,약품기본정보.pdf,2026-06-26
37,6,프리폴-엠시티주(프로포폴),대원제약(주),671805660,주사약품 삭제,전신마취제,전문,,219806BIJ,약품기본정보.pdf,2026-06-26
37,7,프리폴-엠시티주(프로포폴)_(0.12g대원제약(주),,671805073,주사약품 급여,전신마취제,전문,,219833BIJ,약품기본정보.pdf,2026-06-26
37,8,프리폴-엠시티주(프로포폴)_(0.15g대원제약(주),,671805661,주사약품 급여,전신마취제,전문,,219834BIJ,약품기본정보.pdf,2026-06-26
37,9,프리폴-엠시티주(프로포폴)_(0.2g/대원제약(주),,671805083,주사약품 급여,전신마취제,전문,,219835BIJ,약품기본정보.pdf,2026-06-26
37,10,프리폴-엠시티주(프로포폴)_(0.5g/대원제약(주),,671805092,주사약품 급여,전신마취제,전문,,219836BIJ,약품기본정보.pdf,2026-06-26
37,11,프리폴-엠시티주(프로포폴)_(80mg/대원제약(주),,671805651,주사약품 삭제,전신마취제,전문,,219831BIJ,약품기본정보.pdf,2026-06-26
37,12,프리폴-엠시티주2%(프로포폴),대원제약(주),671805810,주사약품 삭제,전신마취제,전문,,219801BIJ,약품기본정보.pdf,2026-06-26
37,13,프리폴-엠시티주2%(프로포폴)_(1g/대원제약(주),,671805811,주사약품 급여,전신마취제,전문,,219838BIJ,약품기본정보.pdf,2026-06-26
37,14,플루시펜정,(주)한국파마,653004000,내복약품비급여,진통， 소,전문,,560200ATB,약품기본정보.pdf,2026-06-26
37,15,플루시펜정(수출용),(주)한국파마,653004010,내복약품비급여,진통， 소,전문,,560200ATB,약품기본정보.pdf,2026-06-26
37,16,피나팜2.5밀리그람캅셀(피나제팜)_일양약품(주),,641702540,내복약품 삭제,정신신경용제,전문,가능,212601ACH,약품기본정보.pdf,2026-06-26
37,17,피나팜5밀리그람캅셀(피나제팜)_(5일양약품(주),,641702550,내복약품 삭제,정신신경용제,전문,가능,212602ACH,약품기본정보.pdf,2026-06-26
37,18,피나팜캅셀,일양약품,G10600011,내복약품 삭제,정신신경용제,전문,가능,212602ACH,약품기본정보.pdf,2026-06-26
37,19,피나팜캅셀2.5mg,일양약품,G10600021,내복약품 삭제,정신신경용제,전문,가능,212601ACH,약품기본정보.pdf,2026-06-26
37,20,피티엠정(펜터민염산염)_(18.75mg/대한뉴팜(주),,669905860,내복약품비급여,자율신경제,전문,,552703ATB,약품기본정보.pdf,2026-06-26
37,21,하나염산날부핀주10밀리그람,하나제약(주),657802530,주사약품 삭제,진통， 소,전문,,198901BIJ,약품기본정보.pdf,2026-06-26
